Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_Crdntls,Rndrng_Prvdr_Gndr,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Zip5
1558444083,Sikorski,Lenore,M.D.,F,CA,92677
1558446674,Lee,Hyun-Soo,M.D.,M,NY,11354
1558448910,Beer,Jacqueline,M.D.,F,NY,10021
1558452425,Rebish,Jeffrey,MD,M,CA,91786
1558456517,Reyter,Ilya,M.D.,M,CA,91403
1558457143,Lee,Han,MD,F,CA,91203
1558460394,Trauner,Michael,MD,M,CA,93030
1558463307,Demidovich,Carl,M.D.,M,CO,80210
1558466177,Vitale,Patricia,MD,F,UT,84107
1558466680,Tanabe,Jenine,M.D.,F,CA,95901
1558471201,Raman,Piyush,,M,GA,30060
1558471359,Kushner,Rachel,MD,F,NY,11010
1558478487,Liang,Tehming,"M.D.,PHD.",M,IL,60440
1558478800,Osder,Joan,M.D.,F,CA,90210
1558496950,Nelson,Greg,M.D.,M,CA,91405
1558504803,Mosel,Daniel,M.D.,M,NE,69101
1558520700,Nadiminti,Hari,M.D.,M,NJ,7922
1558521674,Femia,Alisa,M.D.,F,NY,10017
1558523605,Cernik,Christina,M.D.,F,OH,44124
1558524033,Sarsama Nixon,Ramona,D.O.,F,OH,43074
1558525485,Landis,Megan,M.D.,F,IN,47112
1558528406,Group,Ashley,MD,F,NH,3431
1558532630,Flowers,Sonya,M.D.,F,TX,77379
1558537720,Toerge,Samantha,MD,F,MD,20815
1558537894,Fenner,Julie,M.D,F,MA,2180
1558544775,Rubin,Howard,MD,M,TX,75230
1558547349,Okoye,Ginette,M.D.,F,DC,20060
1558551036,Channaiah,Nanda,D.O.,F,OH,43082
1558553115,Lear,William,MD,M,OR,97302
1558553875,Hasney,Aimee,M.D.,F,LA,70121
1558558031,Tzu,Julia,MD,F,NY,10006
1558569087,Plott,Ronald,M.D.,M,TX,76244
1558585554,Hoffman,Laura,MD,F,IN,46311
1558588830,Tchanque-Fossuo,Catherine,"M.D., M.S.",F,NM,87111
1558592261,Auerbach,Amanda,M.D.,F,MA,1605
1558597039,Cavanaugh-Hussey,Margaret,"M.D., M.P.H.",F,MA,2115
1558598698,Lewis,Francesca,MD,F,FL,33483
1558623496,Dawson,Annelise,M.D.,F,CO,80113
1558628867,Richards,Kristen,M.D.,F,TX,77030
1558636647,Shivakumar,Vidya,M.D.,F,IL,60004
1558637314,Somers,Kathryn,M.D.,F,NY,14623
1558641936,Pascucci,Anabella,M.D.,F,CA,90277
1558650291,Haeberle,Mark,,M,KY,40241
1558653725,Jackson,John,M.D.,M,FL,33919
1558655779,Weingartner,Joshua,M.D.,M,OK,73072
1558657031,Yetto,Tatyana,M.D.,F,WA,98312
1558658237,Lowe,Garrett,MD,M,UT,84604
1558676668,Hanson,Anne,D.O.,F,CO,80138
1558686378,Darling,Melissa,MD,F,NE,68131
1558688820,Larocca,Cecilia,,F,MD,21201
1558689216,Abuabara,Katrina,MD,F,PA,19104
1558706234,Doan,Hung,"M.D., PH.D.",M,TX,77030
1558708701,Bryan,Isaac,D.O.,M,TN,37388
1558712752,Law,Lauren,DO,F,MI,48072
1558716944,Woody,Meghan,M.D.,F,TX,78701
1558743732,Williams,Ramone,"MD, MPHIL",F,MA,2114
1558749606,Cunningham,Michael,M.D.,M,MA,1605
1558756106,Batty,Trevor,D.O.,M,ID,83202
1558756817,Reid,Holly,M.D.,F,TX,77380
1558758581,Strickland,Nicole,,F,TX,76182
1558758839,Jones,Zachary,M.D.,M,CO,80138
1558773127,Ross,Lindy,MD,F,TX,77555
1558781203,Oliveira,Marilia,,F,NC,28105
1558781807,Holloway,Brian,M.D.,M,VA,23601
1558782276,Cocks,Margaret,M.D.,F,UT,84132
1558789560,Hoyt,Brian,MD,M,WA,98225
1558823823,Pincelli,Thais Prota Hussein,MD,F,FL,32224
1558865352,Karlin,Samantha,MD,F,LA,70433
1558893529,Guido,Nicholas,MD,M,PA,19063
1558898395,Monjazeb,Seena,M.D.,M,TX,77058
1568027159,Aird,Jenna,MD,F,MN,55904
1568404085,Suranyi,Emese,M.D.,F,TN,37772
1568405496,Naversen,Douglas,M.D.,M,OR,97504
1568407013,Herbold,Kyle,M.D.,M,CA,95207
1568411296,Vazquez Dueno,Dianette,M.D,F,PR,969
1568413375,Zyniewicz,Kelley,M.D.,F,OH,43082
1568415669,Mak,Linda,M.D.,F,CA,92243
1568423192,Wollner,John,M.D.,M,IA,52402
1568427441,Anderson,Judy,MD,F,NY,10701
1568428225,Switlyk,Stephen,M.D.,M,FL,34239
1568433860,Sebastien,Theodore,MD,M,VA,20190
1568435386,Guardiano,Robert,D.O.,M,NH,3431
1568442093,Horne,David,MD,M,NH,3431
1568447613,Wyatt,Richard,MD,M,MA,1002
1568449031,Weisberg,Noah,MD,M,FL,33458
1568449080,Kilpatrick,Russell,M.D.,M,NC,27834
1568451672,Elias,Anthony,MD,M,OH,44142
1568451821,Pucevich,Maria,MD,F,PA,15108
1568456564,Amarante,Lynn,MD,F,NY,14221
1568457679,Levitt,Jacob,M.D.,M,NY,10029
1568458115,Cohen,Michael,D.O.,M,FL,34145
1568461036,Bushore,David,M.D.,M,TX,78759
1568464931,Taylor,Thomas,MD,M,FL,33629
1568467371,Ferrara,Richard,MD,M,MI,48236
1568469443,Honeycutt,Lori,M.D.,F,TX,78613
1568471555,Mizelle,Christopher,MD,M,NC,28562
1568477222,Sethi,Aisha,M.D,F,CT,6405
1568481588,Munyon,Thomas,,M,CA,94065
1568484459,Porkka,Sarah,MD,F,WA,98506
1568488294,Naidorf,Ellen,M.D.,F,CT,6905
1568489193,Sheinbein,David,MD,M,MO,63141
1568492775,Appell,Melanie,MD,F,AL,35205
1568496313,Borkowski,Teresa,M.D.,F,MA,2215
1568498376,Milgraum,Sandy,,M,NJ,8816
1568504397,Shah,Riddhi,D.O.,F,MI,49085
1568528081,Reyes,Blas,MD,M,FL,33176
1568533222,Cunningham,Bari,M.D.,F,CA,92123
1568536126,Knight,Timothy,M.D.,M,FL,33809
1568536878,Tang,Jean,"MD, PHD",F,CA,94063
1568538783,Sukal,Sean,M.D.,M,FL,33431
1568544088,Thompson,Trevor,M.D.,M,AZ,85260
1568544914,Sherline,Nadia,MD,F,CT,6518
1568549376,Torchizy,Alireza,MD,M,CA,91436
1568552719,Richardson,Derek,MD,M,NY,12801
1568558625,Gross,Victoria,MD,F,VA,23233
1568563567,Bansal,Mimi,M.D.,F,NY,11042
1568566420,O'brien,Robert,,M,MA,1890
1568570661,Sapadin,Allen,MD,M,NJ,7601
1568571560,Marascalco,John,MD,M,MS,38901
1568598308,Lin,Jennifer,M.D.,F,MA,2115
1568604668,Miner,Andrew,M.D.,M,FL,32955
1568606572,Noble,Elizabeth,M.D.,F,FL,32669
1568636314,Hartman,Rachael,M.D.,F,NJ,7932
1568647022,Javahery,Jill,M.D.,F,CA,90807
1568650661,Baldwin,Brooke,MD,F,FL,33558
1568656130,Konanahalli,Madhuri,M.D.,F,IL,60201
1568662674,Cool,Alicia,M.D.,F,LA,70121
1568669794,Angel,Celeste,DO,F,KS,66211
1568671535,Ganger,Laura,M.D.,F,MI,48104
1568673994,Pickup,Tiffany,MD,F,OH,45230
1568685246,Brown,Leon,MD,M,MD,20912
1568687739,Brooks,Howard,M.D.,M,DC,20007
1568696789,Dao,Harry,M.D.,M,CA,92354
1568705556,Adams,Jennifer,M.D.,F,NE,68105
1568717221,Heller,Misha,M.D.,F,CA,90804
1568718658,Nawas,Zeena,M.D.,F,TX,77030
1568728079,Gill,Jennifer,,F,TX,75390
1568738284,Hsu,Sarah,M.D.,F,MD,21287
1568747616,Matinpour,Keyan,M.D.,M,CA,92270
1568751931,Workman,Benjamin,M.D.,M,MI,48706
1568757086,Evans,Thomas,DO,M,OR,97504
1568773273,Parker,Mary,M.D.,F,TX,77074
1568783595,Staples,Christopher,M.D.,M,CO,80228
1568783819,Wing,Gregory,M.D.,M,UT,84604
1568789279,Fanelli,Matthew,M.D.,M,VA,22939
1568789550,Caglia,Michael,M.D.,M,TX,79703
1568791721,Hu,Pamela,M.D.,F,CA,91103
1568801801,Bibee,Kristin,M.D. PH.D.,F,MD,21287
1568807238,Endly,Dawnielle,DO,F,CO,80012
1568810935,Broussard-Steinberg,Candace,MD,F,IN,47403
1568813863,Russell,Aaron,MD,M,MO,63141
1568817260,Nguyen,Adam,,M,TX,77375
1568824324,Malajian,Dana,M.D.,F,NY,10032
1568842185,Brockman,Ross,D.O.,M,WA,98371
1568852994,Chadha,Angad,MD,M,MI,48202
1568857233,Brag,Katherine,M.D.,F,MA,2215
1568872901,Mwanthi,Muithi,MD,M,MO,63108
1568877397,Peterson,Jennifer,D.O.,F,AZ,85258
1568878866,Robinson,Cynthia,M.D.,F,TX,75104
1568880995,Thorpe,Ryan,,M,ID,83642
1568882082,Fangtang,Chinelo,"MD, MBA",F,TX,77346
1568882116,Hayes,Peter,M.D.,M,OH,43082
1568882793,Holzem,Kassandra,M.D.,F,WI,53226
1568955300,Rogozinski,Elizabeth,MD,F,AZ,85260
1568967479,Billero,Victoria,,F,MA,02111
1568994143,Mitton,Marc,D.O,M,UT,84405
1568996684,Zhang,Junqian,MD,M,PA,19104
1568997153,Le,Cuong,D.O.,M,VA,20121
1578067096,Tadros,Joseph,MD,M,IN,47714
1578069530,Hooper,Jette,MD,F,CO,80228
1578094785,Arzeno,Julia,,F,CA,95051
1578505962,Kelly,Erica,M.D.,F,TX,77555
1578506218,Flaming,Jay,MD,M,AR,72205
1578512307,Burrall,Barbara,,F,CA,95816
1578513933,Hoang,Jeannine,M.D.,F,TX,76063
1578514808,Mermilliod,Julie,MD,F,LA,70121
1578514824,Leslie,Kieron,MD,M,CA,94115
1578516365,Thomason,Laura,M.D.,F,CO,80113
1578520862,Pereira,Frederick,MD,M,NY,11355
1578526232,Harvey,David,MD,M,GA,30265
1578526836,Wright,Sylvia,M.D.,F,GA,30305
1578529806,Friedman,Stephen,M.D.,M,CA,91436
1578532271,Touma,Susan,MD,F,WV,25701
1578532388,Travers,Robin,MD,F,MA,02467
1578532503,Allen,Pamela,MD,F,OK,73104
1578533964,Silver,Diane,MD,F,CA,94559
1578537759,Schmieder,George,DO,M,FL,32073
1578540571,Tergin,Helen,MD,F,MO,65201
1578541207,Ainspan,Jeffrey,M.D.,M,NY,10003
1578541405,Christensen,Dane,MD,M,MN,55416
1578543427,Rogers,Rhonda,MD,F,GA,30117
1578544284,Reep,Michael,MD,M,OH,44145
1578545596,Coker,William,MD,M,VA,23666
1578549242,Dapprich,Daniel,M.D.,M,MI,49546
1578553822,Alam,Murad,MD,M,IL,60611
1578555637,Scholz,Theresa,M.D.,F,CO,80220
1578556106,Stokes,Kathleen,MD,F,WI,53005
1578556189,Johnson,Brian,MD PL,M,FL,34655
1578561247,Santa Lucia,Peter,M.D.,M,NY,14075
1578566840,Crutchfield,Charles,M.D,M,MN,55123
1578566873,Stadler,Franz,M.D.,M,NV,89509
1578567343,Mctigue,Mary,M.D.,F,IN,47403
1578568986,Griffin,Mary,DO,F,PA,19004
1578569463,Cattell,Albert,M.D.,M,MI,48108
1578570024,Barbosa,Victoria,,F,IL,60637
1578571816,Walker,Lisa,M.D.,F,TX,78258
1578573358,Dill,Sara,MD,F,CA,93105
1578583514,Westmoreland,Terry,M.D.,M,MS,39705
1578586400,Smith,Jason,M D,M,GA,30165
1578591723,Green,David,M.D.,M,MD,20814
1578595005,Farvolden,Davis,M.D.,M,MD,21286
1578609541,Stevens,Amy,MD,F,NJ,7436
1578610390,Sites,Lorien,MD,F,TN,37212
1578628731,Lee,Phillip,M.D.,M,CA,91105
1578637674,Snyder,Steven,MD,M,MD,21117
1578647467,Myers,Sarah,M.D.,F,NC,27710
1578648846,Meyer,Pamela,D.O.,F,PA,18055
1578665527,Harbeck,Mark,M.D.,M,MI,48374
1578670055,Jackson,Okanta,M.D.,M,FL,32308
1578670147,Fisher,Emily,M.D.,F,OH,45236
1578673166,Cragun,William,M.D.,M,TX,78249
1578673190,Tang,Stephen,MD,M,MA,2169
1578673372,Garton,Kyle,MD,M,WA,98005
1578673893,Yeckley,James,M.D.,M,GA,31405
1578682894,Talanin,Nickolai,MD,M,VA,20151
1578684056,Bielfield,Jonathan,DO,M,TX,78703
1578696936,Sonabend,Michael,MD,M,TX,77479
1578705075,Meadows,Lavonne,MD,F,CA,92354
1578717401,Khosraviani,Ava,M.D.,F,CA,91505
1578717997,Ahmad,Adeel,M.D,M,WV,25801
1578720512,Sheedy,Meredith,M.D.,F,WA,98201
1578722260,Kwon,Soonyou,MD,F,VA,22182
1578722856,Bright,Nicole,D.O,F,NJ,8085
1578724571,Paghdal,Kapila,MD,F,NJ,7450
1578726352,Moss,Clint,MD,M,TX,75090
1578736724,Belasco,Kevin,D.O.,M,CA,92663
1578737367,Nelson,Jenny,M.D.,F,SD,57108
1578741732,Osmundson,Anita,D.O.,F,NJ,7728
1578761482,Bernstein,Megan,MD,F,MA,1845
1578762068,Shaw,Tatyana,M.D.,F,OR,97209
1578762563,Opeola,Mobolaji,M.D.,F,TX,78251
1578763140,Summey,Brett,M.D.,M,NC,28607
1578770251,Schwartz,Laurel,M.D.,F,PA,19034
1578774741,Daniel,Stephanie,M.D.,F,VA,20166
1578776027,Yeung-Yue,Kimberly,MD,F,AZ,85258
1578777017,Higgins,Kristen,MD,F,NC,28054
1578778445,Hundley,Jennifer,MD,F,GA,30305
1578779526,Gallina,Kelly,M.D.,F,OH,45601
1578785002,Merritt,Bradley,M.D.,M,NC,27514
1578785879,Marchbein,Shari,M.D.,F,NY,10017
1578787735,O'bryan,Kevin,MD,M,KY,40202
1578788659,Wartman,David,,M,MA,1107
1578791901,Burns,Carrick,,M,CA,92134
1578792776,Katz,Tracy,M.D.,F,TX,77027
1578795357,Neill,Megan,"MD, MPH",F,WA,98034
1578821484,Santos-Arroyo,Aileen,M.D.,F,PR,918
1578839924,Jalali,Omid,MD,M,TX,77030
1578852455,Rich,Ryan,MD,M,FL,33324
1578852836,Auh,Sogyong,MD,F,IL,60403
1578855300,Steffes,William,M.D.,M,FL,32720
1578875100,Nutan,Fnu,M.D.,F,MA,1605
1578881041,Castanedo Tardan,Mari Paz,M.D.,F,MI,48105
1578889911,Pollitt,Ricardo,"M.D., PH.D.",M,MA,2360
1578896247,Shainhouse,Tsippora,MD,F,CA,90211
1578904892,Lake,Eden,M.D.,F,IL,60526
1578908018,Blechman,Adam,MD,M,PA,19067
1578913018,Bruton,Sara,M.D.,F,SC,29425
1578919403,Lehrer,Michael,MD,M,AZ,85259
1578943395,Schneibel,Hyunji,MD,F,GA,30305
1578952347,Thomas,Cristina,,F,TX,75390
1578958716,Abbott,Jamie,MD,F,AR,72703
1578959755,Dothard,Emily,M.D.,F,NC,27103
1578975991,Johnson,Mariah,M.D.,F,OR,97239
1578978516,Conde,Jennifer,D.O.,F,FL,33547
1578980835,Mcclanahan,Carole,"MD, MPH",F,CO,80910
1578981635,Norris,Ivy,,F,WA,99218
1578982203,Muhammad,Muneeza,M.D.,F,TX,77070
1578982773,Fiessinger,Lori,M.D.,F,FL,33444
1588002059,Nathoo,Rajiv,,M,FL,32765
1588002273,Mclean-Mandell,Riley,M.D.,F,MA,1605
1588002547,Portela,Dustin,D.O.,M,ID,83713
1588003750,Mccoy,William,MD,M,MO,63108
1588007520,Sampson,Blake,M.D.,M,UT,84132
1588008775,Armstrong,Patrick,M.D.,M,CA,92064
1588013353,Isaacs,Michael,M.D.,M,IN,46250
1588018170,Boothman,Peter,M.D.,M,AL,35242
1588027023,Kuemmet,Travis,,M,WI,53226
1588027981,Amin,Mariam,M.D,F,CA,94117
1588028799,Gupta,Naeha,DO,F,PA,19102
1588041099,Wilson,Sarah,MD,F,IL,60611
1588041289,Casady,Megan,,F,MD,21044
1588041719,Cook,Jordan,,F,MT,59901
1588042485,Mcbride,Jeffrey,"M.D., PH.D.",M,FL,33136
1588044978,Quinn,Andrew,M.D.,M,TX,77701
1588050413,Kimmel,Grace,MD,F,TX,78726
1588050694,Dulmage,Brittany,M.D.,F,OH,43230
1588059646,Codrea,Vlad,"M.D., PH.D.",M,WV,26506
1588067375,Steinhoff,Natalie,DO,F,AR,72758
1588075386,Peranteau,Andrew,M.D.,M,NY,10012
1588077499,Fresco,Amber,M.D.,F,NC,27710
1588077747,Ahn,Christine,MD,F,NC,27157
1588082200,Baltz,Julia,M.D.,F,RI,2818
1588084198,Cruse,Allison,M.D.,F,VA,22908
1588154520,Alharthi,Maher,M.D.,M,PA,17201
1588156442,Alomran,Abdulaziz,MD,M,NH,3063
1588158737,Yokoyama,Christine,MD,F,MO,63108
1588159917,Mastin,Murphy,MD,M,MN,55905
1588168553,Hansen,Katrina,DO,F,DE,19713
1588168629,Minzenmayer,Andrew,,M,TX,76508
1588169395,Biles,Natalia,MD,F,MD,21401
1588195184,Sennett,Rachel,"M.D.,PH.D.",F,NY,10025
1588195895,Lefkowitz,Emily,M.D.,F,MA,2062
1588212989,Witkowski,Alexander,"MD, PHD",M,OR,97239
1588600795,Jones,Cheryl,M.D.,F,FL,32503
1588601702,Gunter,Jeffrey,MD,M,CA,93534
1588607394,Greco,Joseph,MD,M,FL,34236
1588609606,Breedlove,Robert,"M.D., FAAD",M,OK,74074
1588610232,Green,Andy,M.D.,M,FL,33179
1588610422,Superfon,Neil,D.O.,M,AZ,85021
1588612501,Morris,Laura,M.D.,F,TX,76107
1588612964,Rubenzik,Randi,MD,F,AZ,85028
1588614929,Miles,Stacia,MD,F,TX,78746
1588616288,Gutierrez-Steil,Christina,MD,F,IL,60521
1588618425,Kaplan,Andrew,MD,M,PA,19034
1588618490,Travis,Lisa,M.D.,F,NY,10023
1588627244,Tabor,Eric,M.D.,M,LA,70461
1588628069,Trowers,Andrea,MD,F,FL,33138
1588628978,Blaylock,Sharron,M.D.,F,OK,74003
1588629166,Milroy,Stephen,MD,M,WV,25304
1588631683,Castellano-Howard,Lisa,M.D.,F,FL,33609
1588634141,Lee,Esther,MD,F,NC,28352
1588641674,Mc Evoy,Marian,M.D.,F,MN,55905
1588642946,Homoky,Carri,M.D.,F,TN,37660
1588643563,Hudson,Thomas,MD,M,AR,72034
1588643613,Bevin,Avery,M.D.,M,NC,28405
1588644017,Choi,Sola,M.D.,F,NJ,8540
1588645451,Wortzel,Richard,MD,M,PA,19104
1588645741,Berkson,Michael,MD,M,IL,60402
1588646608,Maloney,Mary,M.D.,F,VT,5401
1588647085,Prussick,Ronald,M.D.,M,MD,20852
1588647622,Weiss,Robert,M.D.,M,MD,21030
1588647747,Kim-James,Helen,M.D.,F,TX,75069
1588648265,Johnson,Jerri,M.D.,F,FL,32701
1588655823,Peppercorn,Robert,M.D.,M,CA,95991
1588658371,Zirbel,Gretchen,MD,F,WI,53005
1588660757,Gottlieb,Jay,DO,M,FL,33029
1588662019,Blumberg,Mark,M.D.,M,MA,1107
1588662142,Fleming,Thomas,M.D.,M,OH,44870
1588664130,Maino,Kimberly,MD,F,SC,29414
1588665392,Wu-Kuo,Tobey,MD,F,CA,92835
1588665509,Spenceri,Elizabeth,MD,F,KS,66211
1588665772,Conger,Leo,,M,TX,76513
1588670582,Sanders,Susan,M.D.,F,CO,81301
1588670780,Guerrero,Karen,M.D.,F,TX,78233
1588674253,Zeoli,Kathryn,M.D.,F,FL,33024
1588677058,Pentel,Mary,M.D.,F,FL,32257
1588679252,Leaf,Frederick,MD,M,WA,98104
1588697221,Walder,Diane,M.D.,F,FL,33154
1588703524,Kiang,Shwol-Huo,DO,M,TX,78613
1588710834,Goodlerner,Susan,M.D.,F,CA,90505
1588714430,Chan,Joanna,M.D.,F,CA,90807
1588720619,Lish,Karen,M.D.,F,NY,11557
1588722540,Mailhot,Jeffrey,MD,M,MA,1605
1588722680,Gin,Iris,MD,F,CA,95032
1588730683,Galaria,Noreen,MD,F,VA,20152
1588747653,Healey,Partice,M.D.,F,CA,90210
1588749691,Berger,Carmen,MD,F,WA,98112
1588749857,Rueckl,Frank,MD,M,NV,89117
1588750871,Farmer,Amy,MD,F,TX,77380
1588751275,Selsor,Linda,M.D.,F,NC,28043
1588752166,Niebyl,Peter,M.D,M,MD,21601
1588757165,Chou,Koulin,M.D.,F,NJ,8043
1588758528,Hymes,Sharon,M.D.,F,TX,77030
1588764567,Kravitz,Paul,MD,M,VA,22015
1588768634,Lumpkin,Lee,MD,M,FL,34292
1588769509,Lacomis,Ellen,MD,F,MA,2481
1588771471,Lertzman,Beth,M.D.,F,NY,14623
1588775241,Duvall,Joseph,MD,M,MO,63104
1588777361,Coleman,Kyle,MD,M,LA,70301
1588783419,Spearman,Dara,MD,F,IN,46845
1588790760,Lopresti,Nicholas,M.D.,M,NJ,8035
1588792741,Wisniewski,Keith,M.D.,M,TX,79410
1588800916,Friedman,Adam,M.D.,M,DC,20037
1588806616,Van Meter,Jonathan,M.D.,M,MD,21774
1588808562,Cooper,Amanda,M.D.,F,WI,53022
1588822670,Hibler,John,DO,M,CA,96161
1588825830,Warycha,Melanie,M.D.,F,NY,10549
1588837207,Muchard,Lisa,M.D.,F,WI,53151
1588839765,Rivera-Cruz,Abimael,MD RPH,M,PR,612
1588841597,Traywick,Carmen,MD,F,SC,29910
1588851125,Adar,Tony,M.D.,M,NY,11803
1588853600,Triplitt,Allison,MD,F,UT,84132
1588861058,Foo,Chong Wee,M.D.,M,OR,97401
1588861397,Fuller,Bruce,M.D.,M,FL,33707
1588865901,Singer,Miriam,MD,F,TX,75230
1588866719,Dyer,Robert,M.D.,M,RI,2818
1588872352,Booth,Alexandria,M.D.,F,WA,99362
1588875819,Patel,Rishi,M.D.,M,FL,34601
1588906028,Jinna,Sphoorthi,M. D.,F,NY,13760
1588907711,Paul,Rosanne,DO,F,SC,29910
1588922405,Whitney,Kristen,D.O.,F,PA,15212
1588926000,Markova,Alina,MD,F,NY,10065
1588926984,Cohen,Stacy,MD,F,WI,53566
1588927354,Grob,Alexandra,D.O.,F,NJ,7960
1588929046,Wolff,Marisa,DO,F,NY,12866
1588955454,Rodriguez,Lina,,F,MN,55416
1588956361,Efron-Everett,Melissa,M.D.,F,AZ,85381
1588957674,Leger,Anne Marie,MD,F,IL,60069
1588957864,Campbell,Stephanie,DO,F,OR,97128
1588977060,Ayoade,Katherine,"M.D., PHD",F,TX,75247
1588977912,Kaffenberger,Jessica,M.D.,F,OH,43230
1588985113,Sandoval,Laura,D.O.,F,CA,93401
1588985188,Chheda,Monique,M.D.,F,NJ,8057
1588989412,Eleryan,Misty,M.D.,F,CA,95065
1588989487,Coda,Alvin,M.D.,M,CA,92037
1598010761,Belkin-Holland,Daniel,M.D.,M,NY,10016
1598020273,Pollinger,Tess,"D.O,",F,NY,12203
1598021768,Danhof,Rebecca,M.D.,F,WI,54650
1598027906,Giordano,Cerrene,MD,F,PA,19107
1598031767,Walker,Addie,,F,FL,32610
1598039711,Kaniszewska,Monika,M.D.,F,IL,60435
1598052441,Potts,Geoffrey,MD,M,MI,48124
1598054926,Waldman,Abigail,MD,F,MA,2130
1598063679,Cohen,Yoon,D.O.,F,AZ,85258
1598064248,Choudhary,Sonal,,F,PA,15213
1598080251,Miyar,Maria,M.D.,F,CA,94040
1598081325,Mccaughey,Cort,M.D.,M,UT,84341
1598081721,Lozeau,Daniel,MD,M,NY,11733
1598086720,Maughan,Cory,D.O.,M,UT,84332
1598104176,Pathak,Swetha,M.D.,F,FL,32259
1598111254,Klein,Alyssa,MD,F,PA,19041
1598111999,Basehore,Brandon,DO,M,FL,33761
1598119422,Wehausen,Brooke,D.O,F,VA,23294
1598119737,Barton,Michael,MD,M,WA,98273
1598127607,Ruth,Nicole,DO,F,NY,10012
1598128613,Navarro,Alexandra,MD,F,TN,37067
1598128985,Steele,Robert,M.D.,M,PA,17821
1598143570,Krase,Jeffrey,MD,M,AZ,85724
1598144867,Okun,Martin,,M,WI,53538
1598146557,Crider,Courtney,M.D.,F,MO,63376
1598146870,Nichols,Sarah,MD,F,NC,28210
1598151144,Ensslin,Courtney,,F,MD,20879
1598151581,Patel,Nikesh,MD,M,NC,28210
1598152324,Sergeyenko,Artem,MD,M,IL,60467
1598178378,Chiaravalloti,Anthony,MD,M,NY,13057
1598178568,Orseth,Meredith,M.D.,F,TX,75104
1598178626,Homayounfar,Gelareh,MD,F,CA,94040
1598178923,Strazzula,Lauren,M.D.,F,MA,2360
1598179277,Hooey,Leah,D.O.,F,FL,32606
1598180309,Peters,John,,M,VA,23708
1598181828,Hand,Matthew,MD,M,NV,89149
1598183709,Kemp,Jacqueline,"MD, MS",F,MA,1915
1598184566,Pflederer,Rachel,MD,F,AL,35223
1598197634,Godinez-Puig,Victoria,M.D.,F,IL,60642
1598197832,Mehta,Dhwani,MD,F,NC,28025
1598258634,Moynihan,Alison,"MD, PHD",F,NY,14620
1598261463,Arffa,Matthew,MD,M,CA,90404
1598269631,Nartker,Nathan,MD,M,MI,49316
1598291361,Huber,Jordan,MD,M,UT,84341
1598296071,Weed,Jason,,M,NY,10012
1598296113,Martin,Katherine,M.D.,F,NC,27517
1598297434,Zouzias,Christos,,M,NJ,7960
1598297962,Madu,Pamela,MD,F,MD,20903
1598299885,Goldman,Chloe,,F,FL,33140
1598705287,Aguila Gonzalez,Lymarie,MD,F,PR,674
1598708042,Olsen,Elise,M.D,F,NC,27710
1598709867,Oberemok,Steve,MD,M,CA,92543
1598710972,Synkowski,Daniel,M.D.,M,MD,21287
1598711848,Ray,Marilyn,MD,F,LA,70121
1598712937,Deliduka,Steven,M.D.,M,IL,60030
1598713935,Griess,Anthony,MD,M,NE,68114
1598718785,Gonzalez,Ana,MD,F,FL,33134
1598723884,Pappert,Amy,MD,F,NJ,8873
1598737462,Wainwright,Brent,MD,M,NY,10536
1598737967,Konstadt,Jody,MD.,F,NY,10583
1598740532,Brimhall,Conrad,MD,M,TN,37814
1598741563,Pena,Jose,M.D.,M,NC,28078
1598741803,Holder,Michele,MD,F,WI,54952
1598742603,Mcleod,Tonya,M.D.,F,NC,28277
1598743601,Dy,Ma Katrina,M.D.,F,FL,34102
1598744450,Milbauer,James,MD,M,NJ,7054
1598745465,Matter,Christie,MD,F,TX,75078
1598745747,Zavadak,Daniel,M.D.,M,PA,17042
1598749467,Mccullem,Robyn,M.D.,F,MO,65109
1598751653,Parks,Alan,M.D.,M,OH,43213
1598753097,Diamond,Beth,M.D.,F,MD,21409
1598760712,Robinowitz,Bernard,M.D.,M,OK,74133
1598760977,Lapiere,Jean Christophe,M.D.,M,IL,60611
1598762544,Sarbacker,Sarah,MD,F,SD,57108
1598764433,Altman,David,M.D.,M,NY,14221
1598765760,Fotopoulos,Theodore,MD,M,FL,34652
1598765943,Brodell,Robert,M.D.,M,MS,39216
1598766933,Brown,Chad,MD,M,KY,42701
1598769473,Rupp,John,M.D.,M,MO,64114
1598771792,Wolverton,Stephen,MD,M,IN,46202
1598775462,Davis,Kathleen,M.D.,F,NY,10012
1598775710,Aaron,Denise,M.D.,F,NH,3766
1598780165,Crawford,Glen,MD,M,PA,19107
1598780991,Ligresti,Dominick,M.D.,M,NJ,7110
1598784118,Del Torto,Michael,M.D.,M,MD,21601
1598787756,Maggio,Kurt,M.D.,M,VA,20155
1598791642,Sale,Tanya,MD,F,MN,55104
1598803330,Brander,Thomas,MD,M,IL,61701
1598803355,Gerstenblith,Meg,MD,F,OH,44106
1598803819,Owen,Cindy,M.D.,F,KY,40241
1598804502,Romero,Monica Maria,MD,F,NM,87110
1598805277,Correale,Dana,M.D.,F,CT,6410
1598805293,Saini,Sanjiv,MD,M,MD,20653
1598814311,Belazarian,Leah,M.D.,F,MA,1605
1598824732,Khanna,Vikram,MD,M,IL,60102
